bead_batch,nearest_dose,pert_dose,pert_dose_unit,pert_idose,pert_itime,pert_time,pert_time_unit,cell_mfc_name,pert_mfc_id,nsample,cc_q75,ss_ngene,tas,pct_self_rank_q25,wt,median_recall_rank_spearman,median_recall_rank_wtcs_50,median_recall_score_spearman,median_recall_score_wtcs_50,batch_effect_tstat,batch_effect_tstat_pct,is_hiq,qc_pass,pert_id,sig_id,pert_type,cell_iname,det_wells,det_plates,distil_ids,build_name,project_code,cmap_name,is_exemplar_sig,is_ncs_sig,is_null_sig,quality_replicates,per_cell_sigs,duplIdentifier,dupl_counts,conditionId
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K11413513,3,0.6,409,0.500919,0.0224417,"0.34,0.33,0.33",0.672043,0.407633,0.584821,0.777348,12.9,56.6179,1,1,BRD-K11413513,PCL001_HA1E_24H:BRD-K11413513:10,trt_cp,HA1E,K01,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:K01|PCL001_HA1E_24H_X2_B20:K01|PCL001_HA1E_24H_X3_B20:K01,,PCL,BRD-K11413513,1,1,0,1,1029,BRD-K11413513_10 uM_24 h_HA1E,1,BRD-K11413513_10 uM_24 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K49893531,3,0.52,248,0.363127,0.0448833,"0.34,0.34,0.33",0.268817,0.405429,0.502287,0.650104,12.9,56.6179,1,1,BRD-K49893531,PCL001_HA1E_24H:BRD-K49893531:10,trt_cp,HA1E,F13,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:F13|PCL001_HA1E_24H_X2_B20:F13|PCL001_HA1E_24H_X3_B20:F13,,PCL,BRD-K49893531,1,1,0,1,1029,BRD-K49893531_10 uM_24 h_HA1E,1,BRD-K49893531_10 uM_24 h
b20,1.11,1.11,uM,1.11 uM,24 h,24,h,HA1E,BRD-A59468452,3,0.51,279,0.381433,0.067325,"0.33,0.36,0.31",0.534759,0.537682,0.477597,0.688572,12.9,56.6179,1,1,BRD-A59468452,PCL001_HA1E_24H:BRD-A59468452:1.11,trt_cp,HA1E,D15,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:D15|PCL001_HA1E_24H_X2_B20:D15|PCL001_HA1E_24H_X3_B20:D15,,PCL,BRD-A59468452,1,1,0,1,1029,BRD-A59468452_1.11 uM_24 h_HA1E,1,BRD-A59468452_1.11 uM_24 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K21532219,3,0.68,428,0.545515,0.0224417,"0.34,0.34,0.33",0.134409,1.61511,0.65752,0.712275,12.9,56.6179,1,1,BRD-K21532219,PCL001_HA1E_24H:BRD-K21532219:10,trt_cp,HA1E,L01,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:L01|PCL001_HA1E_24H_X2_B20:L01|PCL001_HA1E_24H_X3_B20:L01,,PCL,UMB-32,1,1,0,1,1029,UMB-32_10 uM_24 h_HA1E,1,UMB-32_10 uM_24 h
f1b3,10,10,uM,10 uM,6 h,6,h,HA1E,BRD-K02764265,5,0.44,303,0.369214,1.1236,"""""""""""""""""""""""""""""""""",0,0,0,0,1.45,10.0201,0,1,BRD-K02764265,KHW001_HA1E_6H:BRD-K02764265-001-05-2:10,trt_cp,HA1E,A15|B15|C15|D15|P14,KHW001_HA1E_6H_X1_F1B3_DUO52HI53LO,KHW001_HA1E_6H_X1_F1B3_DUO52HI53LO:A15|KHW001_HA1E_6H_X1_F1B3_DUO52HI53LO:B15|KHW001_HA1E_6H_X1_F1B3_DUO52HI53LO:C15|KHW001_HA1E_6H_X1_F1B3_DUO52HI53LO:D15|KHW001_HA1E_6H_X1_F1B3_DUO52HI53LO:P14,,KHW,BRD-K02764265,1,1,0,1,1029,BRD-K02764265_10 uM_6 h_HA1E,1,BRD-K02764265_10 uM_6 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K40328231,3,0.5,257,0.362478,1.48115,"0.32,0.35,0.33",1.47634,4.87617,0.486631,0.656971,12.9,56.6179,1,1,BRD-K40328231,PCL001_HA1E_24H:BRD-K40328231:10,trt_cp,HA1E,F19,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:F19|PCL001_HA1E_24H_X2_B20:F19|PCL001_HA1E_24H_X3_B20:F19,,PCL,BRD-K40328231,1,1,0,1,1029,BRD-K40328231_10 uM_24 h_HA1E,1,BRD-K40328231_10 uM_24 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K25167492,3,0.48,199,0.31252,1.70557,"0.40,0.26,0.35",6.1677,6.30139,0.33868,0.59674,12.9,56.6179,0,1,BRD-K25167492,PCL001_HA1E_24H:BRD-K25167492:10,trt_cp,HA1E,D07,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:D07|PCL001_HA1E_24H_X2_B20:D07|PCL001_HA1E_24H_X3_B20:D07,,PCL,BRD-K25167492,1,1,0,1,1029,BRD-K25167492_10 uM_24 h_HA1E,1,BRD-K25167492_10 uM_24 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K84633118,3,0.68,517,0.599557,0.0448833,"0.37,0.34,0.30",0.136612,0.134409,0.565988,0.784995,12.9,56.6179,1,1,BRD-K84633118,PCL001_HA1E_24H:BRD-K84633118:10,trt_cp,HA1E,F01,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:F01|PCL001_HA1E_24H_X2_B20:F01|PCL001_HA1E_24H_X3_B20:F01,,PCL,BRD-K84633118,1,1,0,1,1029,BRD-K84633118_10 uM_24 h_HA1E,1,BRD-K84633118_10 uM_24 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K10361096,3,0.57,311,0.425744,0.964991,"0.35,0.32,0.33",3.08565,2.68458,0.524511,0.727246,12.9,56.6179,1,1,BRD-K10361096,PCL001_HA1E_24H:BRD-K10361096:10,trt_cp,HA1E,H13,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:H13|PCL001_HA1E_24H_X2_B20:H13|PCL001_HA1E_24H_X3_B20:H13,,PCL,BRD-K10361096,1,1,0,1,1029,BRD-K10361096_10 uM_24 h_HA1E,1,BRD-K10361096_10 uM_24 h
b20,10,10,uM,10 uM,24 h,24,h,HA1E,BRD-K30842649,3,0.69,391,0.525223,0.0224417,"0.33,0.33,0.34",0,0.136612,0.693707,0.830062,12.9,56.6179,1,1,BRD-K30842649,PCL001_HA1E_24H:BRD-K30842649:10,trt_cp,HA1E,E07,PCL001_HA1E_24H_X1_B20|PCL001_HA1E_24H_X2_B20|PCL001_HA1E_24H_X3_B20,PCL001_HA1E_24H_X1_B20:E07|PCL001_HA1E_24H_X2_B20:E07|PCL001_HA1E_24H_X3_B20:E07,,PCL,BRD-K30842649,1,1,0,1,1029,BRD-K30842649_10 uM_24 h_HA1E,1,BRD-K30842649_10 uM_24 h
